num,API num,API,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Magnesium Stearate,Gum,Chitosan,Sodium saccharin,Talc,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,Weight(mg),HARDNESS,FRIABILITY,THICKNESS (mm) (mean),Wetting time (s) (mean),Drug content (%) (mean),DISINTEGRATION_TIME,Water absorption ratio,DIAMETER(mm) (Mean),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS
65,51-1,Clobazam,5,40,142,0,3,0,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.96,0.4,3.83,30,99.1,133.3,28.5,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
66,51-2,Clobazam,5,60,122,0,3,0,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.97,0.52,3.95,33,100.2,185,32.5,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
67,51-3,Clobazam,5,80,102,0,3,0,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.84,0.45,3.84,32,99.2,193,57.5,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
68,51-4,Clobazam,5,40,0,0,3,0,2,0,0,0,4,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.5,0.4,4.7,27,97.3,72,3.94,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
69,51-5,Clobazam,5,60,118,0,3,0,2,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.46,0.46,3.96,28,98.2,76,43.28,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
70,51-6,Clobazam,5,80,98,0,3,0,2,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.86,0.45,3.84,24,97.69,102,38.16,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
71,51-7,Clobazam,5,40,134,0,3,0,2,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.7,0.42,3.54,22,101.64,51,82.41,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
72,51-8,Clobazam,5,60,114,0,3,0,2,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.58,0.4,3.72,17,99.6,24.3,43.66,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
73,51-9,Clobazam,5,80,94,0,3,0,2,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.83,0.48,3.95,16,96.34,52.6,54.78,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
74,51-10,Clobazam,5,40,146,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.5,0.5,3.4,37,100.4,197,106.5,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
75,51-11,Clobazam,5,20,160,0,3,0,2,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.96,0.5,3.6,25,99.5,74,83.2,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
76,51-12,Clobazam,5,70,106,0,3,0,2,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.46,0.51,3.8,26,102.2,58,84.3,0,0,0,0,0,0,300.74,2.1,0,2,1,40.6,21,423,-3.91
77,53-1,Salbutamol sulphate,2,0,181,0,0,0,0,0,0,5,3,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.2,0.8,0,0,0,80,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
78,53-2,Salbutamol sulphate,2,0,179,0,0,0,0,0,0,5,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.6,0.8,0,0,0,59,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
79,53-3,Salbutamol sulphate,2,0,175,0,0,0,0,0,0,5,3,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.1,0,0,0,34,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
80,53-4,Salbutamol sulphate,2,0,171,0,0,0,0,0,0,5,3,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.3,0,0,0,48,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
81,53-5,Salbutamol sulphate,2,0,167,0,0,0,0,0,0,5,3,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,0.1,0,0,0,78,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
82,53-6,Salbutamol sulphate,2,0,163,0,0,0,0,0,0,5,3,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.8,0.1,0,0,0,95,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
83,53-7,Salbutamol sulphate,2,0,179,0,0,0,0,0,0,5,2,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.2,0.2,0,0,0,60,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
84,53-8,Salbutamol sulphate,2,0,177,0,0,0,0,0,0,5,2,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.8,0.2,0,0,0,45,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
85,53-9,Salbutamol sulphate,2,0,175,0,0,0,0,0,0,5,2,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,0.5,0,0,0,69,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
86,53-10,Salbutamol sulphate,2,0,173,0,0,0,0,0,0,5,2,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.2,0.3,0,0,0,83,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
87,53-11,Salbutamol sulphate,2,0,171,0,0,0,0,0,0,5,2,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.6,0.3,0,0,0,90,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
88,53-12,Salbutamol sulphate,2,0,169,0,0,0,0,0,0,5,2,0,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.5,0.8,0,0,0,120,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
89,53-13,Salbutamol sulphate,2,0,167,0,0,0,0,0,0,5,2,0,2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,0.8,0,0,0,145,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
90,53-14,Salbutamol sulphate,2,2,179,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.1,0,0,0,36,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
91,53-15,Salbutamol sulphate,2,4,177,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.1,0,0,0,47,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
92,53-16,Salbutamol sulphate,2,6,175,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.2,0,0,0,62,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
93,53-17,Salbutamol sulphate,2,8,173,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.8,0.1,0,0,0,75,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
94,53-18,Salbutamol sulphate,2,10,171,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.1,0,0,0,82,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
95,53-19,Salbutamol sulphate,2,12,169,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.8,0.1,0,0,0,96,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
96,53-20,Salbutamol sulphate,2,14,167,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.8,0.1,0,0,0,105,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
97,53-21,Salbutamol sulphate,2,2,175,0,0,0,0,0,0,5,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.5,0.5,3.63,28,103.6,45,0,0,0,0,0,0,0,239.31,0.3,4,4,5,72.7,17,227,-1.88
98,54-1,Clozapine,12.5,21,94.6,0,0,0,0.7,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,3.06,0.68,0,32.1,98.66,14.6,0,0,0,0,0,0,0,326.8,3.1,1,3,1,30.9,23,446,-4.81
99,55-1,Ketorolac tromethamine,10,64,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.1,0.46,0,34.56,97.71,43.52,38.28,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
100,55-2,Ketorolac tromethamine,10,62,20,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.9,0.38,0,45.28,98.63,40.12,32.16,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
101,55-3,Ketorolac tromethamine,10,58,20,8,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.2,0.52,0,30.14,99.42,37.47,39.24,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
102,55-4,Ketorolac tromethamine,10,64,20,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.9,0.32,0,31.34,98.14,54.15,36.15,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
103,55-5,Ketorolac tromethamine,10,62,20,0,1,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.37,0,38.14,98.54,49.46,30.43,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
104,55-6,Ketorolac tromethamine,10,58,20,0,1,0,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.1,0.42,0,30.26,99.94,36.83,39.32,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
105,55-7,Ketorolac tromethamine,10,64,20,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.36,0,43.14,97.71,59.26,37.24,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
106,55-8,Ketorolac tromethamine,10,62,20,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.3,0.44,0,41.36,98.63,48.12,31.42,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
107,55-9,Ketorolac tromethamine,10,58,20,0,1,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.4,0.32,0,34.23,99.42,51.43,37.22,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
108,55-10,Ketorolac tromethamine,10,64,20,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.9,0.34,0,44.15,98.36,61.42,36.26,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
109,55-11,Ketorolac tromethamine,10,62,20,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.1,0.39,0,42.36,97.48,49.18,32.52,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
110,55-12,Ketorolac tromethamine,10,58,20,0,1,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.2,0.42,0,38.26,99.62,52.53,38.68,0,0,0,0,0,0,376.4,2.12,5,7,6,146,27,430,-3.05
111,59-1,Epinephrine bitartrate,72.77,66.81,0,0,0,7.42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.17,1.52,0,26.33,99.97,16.33,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
112,59-2,Epinephrine bitartrate,72.77,53.31,15,0,0,5.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.22,0.95,0,27.33,99.89,14.83,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
113,59-3,Epinephrine bitartrate,72.77,46.56,22.5,0,0,5.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.23,0.94,0,15.33,99.98,17.5,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
114,59-4,Epinephrine bitartrate,72.77,39.81,30,0,0,4.42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.23,1.08,0,15.33,99.9,24.67,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
115,59-5,Epinephrine bitartrate,72.77,33.06,37.5,0,0,3.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.22,1.72,0,14.33,103.88,32.5,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
116,59-6,Epinephrine bitartrate,72.77,46.56,22.5,0,0,5.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.23,0.82,0,21.33,99.64,10.5,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
117,59-7,Epinephrine bitartrate,72.77,33.06,37.5,0,0,3.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.23,7.63,0,11.33,100.03,13.17,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
118,59-8,Epinephrine bitartrate,72.77,46.56,22.5,0,0,5.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.45,18.7,0,55.67,100.08,12.67,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
119,59-9,Epinephrine bitartrate,72.77,33.06,37.5,0,0,3.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.23,27.17,0,43.5,98.04,14.67,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
120,59-10,Epinephrine bitartrate,72.77,81.66,30,0,0,9.07,4,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.28,21.56,0,160.17,60.33,71.67,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
121,59-11,Epinephrine bitartrate,72.77,81.66,30,0,0,9.07,4,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.94,16.96,0,83.33,62.84,10,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
122,59-12,Epinephrine bitartrate,72.77,81.66,30,0,0,9.07,4,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.67,0.77,0,104.17,98.55,13,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
123,59-13,Epinephrine bitartrate,72.77,77.97,34.1,0,0,8.66,4,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.03,0.74,0,104.33,97.82,13.5,0,0,0,0,0,0,0,333.29,2.04,8,10,6,188,23,288,-3.04
124,44-1,Aceclofenac,100,144,30,0,10,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0.9,0,29,0,22,91.7,0,0.481,0.584,17.6,1.21,20.3,354.2,4.3,2,5,7,75.6,23,411,-4.76
125,44-2,Aceclofenac,100,129,30,0,10,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2.5,0.62,0,26,0,25,131,0,0.484,0.548,11.7,1.13,24.7,354.2,4.3,2,5,7,75.6,23,411,-4.76
126,44-3,Aceclofenac,100,114,30,0,10,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,0.31,0,31,0,26,132,0,0.458,0.55,16.6,1.2,21.3,354.2,4.3,2,5,7,75.6,23,411,-4.76
127,44-4,Aceclofenac,100,135,30,0,10,0,6,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0.9,0,24,0,20,126,0,0.514,0.587,12.5,1.14,22.78,354.2,4.3,2,5,7,75.6,23,411,-4.76
128,44-5,Aceclofenac,100,120,30,0,10,0,6,15,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2.5,0.65,0,18,0,15,134,0,0.515,0.589,12.8,1.14,22.79,354.2,4.3,2,5,7,75.6,23,411,-4.76
129,44-6,Aceclofenac,100,105,30,0,10,0,6,15,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,0.33,0,28,0,22,135,0,0.504,0.59,14.06,1.17,21.3,354.2,4.3,2,5,7,75.6,23,411,-4.76
130,44-7,Aceclofenac,100,126,30,0,10,0,6,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0.9,0,21,0,19,128,0,0.482,0.57,15.2,1.18,22.29,354.2,4.3,2,5,7,75.6,23,411,-4.76
131,44-8,Aceclofenac,100,111,30,0,10,0,6,24,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2.5,0.68,0,25,0,20,129,0,0.484,0.556,12.9,1.14,23.74,354.2,4.3,2,5,7,75.6,23,411,-4.76
